context,donor,projectCode,projectTitle,projectOwner,projectOwnerType,implementingPartner,implementingPartnerType,cluster,activity,startDate,endDate,status,province,district,activityTargetNumber,activityAchievedNumber,activityUnit,familiesTarget,woomenTarget,menTartet,girlsTarget,boysTarget,otherBeneficiariesTarget,families,women,men,girls,boys,otherBeneficiaries,distCode
SRP,Aus Aid ,3690001,IDP Livelihoods and Youth Development Project,Save the Children,INGO,Save the Children,INGO,Food Security,CCG,1-Jan-14,31-Mar-14,Completed,Khyber Pakhtunkhwa,PESHAWAR,3,3,CASH GRANT,3,6,5,5,7, -   ,3,6,5,5,7, -   ,219
SRP,Aus Aid ,3690001,IDP Livelihoods and Youth Development Project,Save the Children,INGO,Save the Children,INGO,Food Security,CCG,1-Jan-14,31-Mar-14,Completed,Khyber Pakhtunkhwa,PESHAWAR,1,1,CASH GRANT,1,1,1,1,3, -   ,1,1,1,1,3, -   ,219
SRP,Aus Aid ,3690001,IDP Livelihoods and Youth Development Project,Save the Children,INGO,Save the Children,INGO,Food Security,CCG,1-Jan-14,31-Mar-14,Completed,Khyber Pakhtunkhwa,PESHAWAR,3,3,CASH GRANT,3,3,3,9,7, -   ,3,3,3,9,7, -   ,219
SRP,Aus Aid ,3690001,IDP Livelihoods and Youth Development Project,Save the Children,INGO,Save the Children,INGO,Food Security,CCG,1-Jan-14,31-Mar-14,Completed,Khyber Pakhtunkhwa,PESHAWAR,26,26,CASH GRANT,26,32,22,51,50,5,26,32,22,51,50,5,219
SRP,Aus Aid ,3690001,IDP Livelihoods and Youth Development Project,Save the Children,INGO,Save the Children,INGO,Food Security,CCG,1-Jan-14,31-Mar-14,Completed,Khyber Pakhtunkhwa,PESHAWAR,4,4,CASH GRANT,4,4,8,1,6,1,4,4,8,1,6,1,219
SRP,Aus Aid ,3690001,IDP Livelihoods and Youth Development Project,Save the Children,INGO,Save the Children,INGO,Food Security,CCG,1-Jan-14,31-Mar-14,Completed,Khyber Pakhtunkhwa,PESHAWAR,1,1,CASH GRANT,1,1,1,2,3, -   ,1,1,1,2,3, -   ,219
SRP,Aus Aid ,3690001,IDP Livelihoods and Youth Development Project,Save the Children,INGO,Save the Children,INGO,Food Security,CCG,1-Jan-14,31-Mar-14,Completed,Khyber Pakhtunkhwa,PESHAWAR,7,7,CASH GRANT,7,8,10,17,20,2,7,8,10,17,20,2,219
SRP,Aus Aid ,3690001,IDP Livelihoods and Youth Development Project,Save the Children,INGO,Save the Children,INGO,Food Security,CCG,1-Jan-14,31-Mar-14,Completed,Khyber Pakhtunkhwa,PESHAWAR,57,57,CASH GRANT,57,93,95,112,138,4,57,93,95,112,138,4,219
SRP,Aus Aid ,3690001,IDP Livelihoods and Youth Development Project,Save the Children,INGO,Save the Children,INGO,Food Security,CCG,1-Jan-14,31-Mar-14,Completed,Khyber Pakhtunkhwa,PESHAWAR,10,10,CASH GRANT,10,12,14,16,27,1,10,12,14,16,27,1,219
SRP,Aus Aid ,3690001,IDP Livelihoods and Youth Development Project,Save the Children,INGO,Save the Children,INGO,Food Security,CCG,1-Jan-14,31-Mar-14,Completed,Khyber Pakhtunkhwa,PESHAWAR,2,2,CASH GRANT,2,2,3,3,13, -   ,2,2,3,3,13, -   ,219
SRP,Aus Aid ,3690001,IDP Livelihoods and Youth Development Project,Save the Children,INGO,Save the Children,INGO,Food Security,CCG,1-Jan-14,31-Mar-14,Completed,Khyber Pakhtunkhwa,PESHAWAR,8,8,CASH GRANT,8,12,16,15,20,2,8,12,16,15,20,2,219
SRP,Aus Aid ,3690001,IDP Livelihoods and Youth Development Project,Save the Children,INGO,Save the Children,INGO,Food Security,CCG,1-Jan-14,31-Mar-14,Completed,Khyber Pakhtunkhwa,PESHAWAR,9,9,CASH GRANT,9,18,17,25,14,1,9,18,17,25,14,1,219
SRP,Aus Aid ,3690001,IDP Livelihoods and Youth Development Project,Save the Children,INGO,Save the Children,INGO,Food Security,CCG,1-Jan-14,31-Mar-14,Completed,Khyber Pakhtunkhwa,PESHAWAR,2,2,CASH GRANT,2,3,4,2,6, -   ,2,3,4,2,6, -   ,219
SRP,Aus Aid ,3690001,IDP Livelihoods and Youth Development Project,Save the Children,INGO,Save the Children,INGO,Food Security,CCG,1-Jan-14,31-Mar-14,Completed,Khyber Pakhtunkhwa,PESHAWAR,15,15,CASH GRANT,15,16,16,20,29, -   ,15,16,16,20,29, -   ,219
SRP,Aus Aid ,3690001,IDP Livelihoods and Youth Development Project,Save the Children,INGO,Save the Children,INGO,Food Security,CCG,1-Jan-14,31-Mar-14,Completed,Khyber Pakhtunkhwa,PESHAWAR,18,18,CASH GRANT,18,20,17,35,23,1,18,20,17,35,23,1,219
SRP,Aus Aid ,3690001,IDP Livelihoods and Youth Development Project,Save the Children,INGO,Save the Children,INGO,Food Security,CCG,1-Jan-14,31-Mar-14,Completed,Khyber Pakhtunkhwa,PESHAWAR,3,3,CASH GRANT,3,7,7,6,11, -   ,3,7,7,6,11, -   ,219
SRP,Aus Aid ,3690001,IDP Livelihoods and Youth Development Project,Save the Children,INGO,Save the Children,INGO,Food Security,CCG,1-Jan-14,31-Mar-14,Completed,Khyber Pakhtunkhwa,PESHAWAR,3,3,CASH GRANT,3,4,3,8,7, -   ,3,4,3,8,7, -   ,219
SRP,Aus Aid ,3690001,IDP Livelihoods and Youth Development Project,Save the Children,INGO,Save the Children,INGO,Food Security,CCG,1-Jan-14,31-Mar-14,Completed,Khyber Pakhtunkhwa,PESHAWAR,14,14,CASH GRANT,14,19,17,22,32,1,14,19,17,22,32,1,219
SRP,Aus Aid ,3690001,IDP Livelihoods and Youth Development Project,Save the Children,INGO,Save the Children,INGO,Food Security,CCG,1-Jan-14,31-Mar-14,Completed,Khyber Pakhtunkhwa,PESHAWAR,2,2,CASH GRANT,2,2,1,4,2, -   ,2,2,1,4,2, -   ,219
SRP,Aus Aid ,3690001,IDP Livelihoods and Youth Development Project,Save the Children,INGO,Save the Children,INGO,Food Security,CCG,1-Jan-14,31-Mar-14,Completed,Khyber Pakhtunkhwa,PESHAWAR,124,124,CASH GRANT,124,159,161,257,295,20,124,159,161,257,295,20,219
SRP,Aus Aid ,3690001,IDP Livelihoods and Youth Development Project,Save the Children,INGO,Save the Children,INGO,Food Security,CCG,1-Jan-14,31-Mar-14,Completed,Khyber Pakhtunkhwa,PESHAWAR,2,2,CASH GRANT,2,2,2,4,5, -   ,2,2,2,4,5, -   ,219
SRP,Aus Aid ,3690001,IDP Livelihoods and Youth Development Project,Save the Children,INGO,Save the Children,INGO,Food Security,CCG,1-Jan-14,31-Mar-14,Completed,Khyber Pakhtunkhwa,PESHAWAR,2,2,CASH GRANT,2,2,2,8,4, -   ,2,2,2,8,4, -   ,219
SRP,Aus Aid ,3690001,IDP Livelihoods and Youth Development Project,Save the Children,INGO,Save the Children,INGO,Food Security,CCG,1-Jan-14,31-Mar-14,Completed,Khyber Pakhtunkhwa,PESHAWAR,2,2,CASH GRANT,2,2,2,5,5, -   ,2,2,2,5,5, -   ,219
SRP,Aus Aid ,3690001,IDP Livelihoods and Youth Development Project,Save the Children,INGO,Save the Children,INGO,Food Security,CCG,1-Jan-14,31-Mar-14,Completed,Khyber Pakhtunkhwa,PESHAWAR,27,27,CASH GRANT,27,40,36,57,64,5,27,40,36,57,64,5,219
SRP,Aus Aid ,3690001,IDP Livelihoods and Youth Development Project,Save the Children,INGO,Save the Children,INGO,Food Security,CCG,1-Jan-14,31-Mar-14,Completed,Khyber Pakhtunkhwa,PESHAWAR,6,6,CASH GRANT,6,9,7,20,10, -   ,6,9,7,20,10, -   ,219
SRP,Aus Aid ,3690001,IDP Livelihoods and Youth Development Project,Save the Children,INGO,Save the Children,INGO,Food Security,CCG,1-Jan-14,31-Mar-14,Completed,Khyber Pakhtunkhwa,PESHAWAR,11,11,CASH GRANT,11,13,12,19,19,1,11,13,12,19,19,1,219
SRP,Aus Aid ,3690001,IDP Livelihoods and Youth Development Project,Save the Children,INGO,Save the Children,INGO,Food Security,CCG,1-Jan-14,31-Mar-14,Completed,Khyber Pakhtunkhwa,PESHAWAR,1,1,CASH GRANT,1,1, -   ,4,4, -   ,1,1, -   ,4,4, -   ,219
SRP,Aus Aid ,3690001,IDP Livelihoods and Youth Development Project,Save the Children,INGO,Save the Children,INGO,Food Security,CCG,1-Jan-14,31-Mar-14,Completed,Khyber Pakhtunkhwa,PESHAWAR,12,12,CASH GRANT,12,14,14,24,36,1,12,14,14,24,36,1,219
SRP,Aus Aid ,3690001,IDP Livelihoods and Youth Development Project,Save the Children,INGO,Save the Children,INGO,Food Security,CCG,1-Jan-14,31-Mar-14,Completed,Khyber Pakhtunkhwa,PESHAWAR,2,2,CASH GRANT,2,3,4,6,3,1,2,3,4,6,3,1,219
SRP,Aus Aid ,3690001,IDP Livelihoods and Youth Development Project,Save the Children,INGO,Save the Children,INGO,Food Security,CCG,1-Jan-14,31-Mar-14,Completed,Khyber Pakhtunkhwa,PESHAWAR,9,9,CASH GRANT,9,10,13,23,24,3,9,10,13,23,24,3,219
SRP,Aus Aid ,3690001,IDP Livelihoods and Youth Development Project,Save the Children,INGO,Save the Children,INGO,Food Security,CCG,1-Jan-14,31-Mar-14,Completed,Khyber Pakhtunkhwa,PESHAWAR,23,23,CASH GRANT,23,23,25,54,65,4,23,23,25,54,65,4,219
SRP,Aus Aid ,3690001,IDP Livelihoods and Youth Development Project,Save the Children,INGO,Save the Children,INGO,Food Security,CCG,1-Jan-14,31-Mar-14,Completed,Khyber Pakhtunkhwa,PESHAWAR,1,1,CASH GRANT,1,2,2,1,2, -   ,1,2,2,1,2, -   ,219
SRP,Aus Aid ,3690001,IDP Livelihoods and Youth Development Project,Save the Children,INGO,Save the Children,INGO,Food Security,CCG,1-Jan-14,31-Mar-14,Completed,Khyber Pakhtunkhwa,PESHAWAR,1,1,CASH GRANT,1,1,1,1,3, -   ,1,1,1,1,3, -   ,219
SRP,Aus Aid ,3690001,IDP Livelihoods and Youth Development Project,Save the Children,INGO,Save the Children,INGO,Food Security,CCG,1-Jan-14,31-Mar-14,Completed,Khyber Pakhtunkhwa,PESHAWAR,3,3,CASH GRANT,3,6,5,8,14,1,3,6,5,8,14,1,219
SRP,Aus Aid ,3690001,IDP Livelihoods and Youth Development Project,Save the Children,INGO,Save the Children,INGO,Food Security,CCG,1-Jan-14,31-Mar-14,Completed,Khyber Pakhtunkhwa,PESHAWAR,18,18,CASH GRANT,18,29,31,37,38,2,18,29,31,37,38,2,219
SRP,Aus Aid ,3690001,IDP Livelihoods and Youth Development Project,Save the Children,INGO,Save the Children,INGO,Food Security,CCG,1-Jan-14,31-Mar-14,Completed,Khyber Pakhtunkhwa,PESHAWAR,2,2,CASH GRANT,2,4,4,1,5, -   ,2,4,4,1,5, -   ,219
SRP,Aus Aid ,3690001,IDP Livelihoods and Youth Development Project,Save the Children,INGO,Save the Children,INGO,Food Security,CCG,1-Jan-14,31-Mar-14,Completed,Khyber Pakhtunkhwa,PESHAWAR,3,3,CASH GRANT,3,5,5, -   ,5, -   ,3,5,5, -   ,5, -   ,219
SRP,Aus Aid ,3690001,IDP Livelihoods and Youth Development Project,Save the Children,INGO,Save the Children,INGO,Food Security,CCG,1-Jan-14,31-Mar-14,Completed,Khyber Pakhtunkhwa,PESHAWAR,1,1,CASH GRANT,1,3,2,1,3, -   ,1,3,2,1,3, -   ,219
SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Food Security,Cash Transfor modalities,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Peshawar,11,11,Families,11,13,13,20,20,,11,13,13,20,20,,219
SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Food Security,Cash Transfor modalities,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Peshawar,44,44,Families,44,53,53,79,79,,44,53,53,79,79,,219
SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Food Security,Cash Transfor modalities,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Peshawar,29,29,Families,29,35,35,52,52,,29,35,35,52,52,,219
SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Food Security,Cash Transfor modalities,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Peshawar,11,11,Families,11,13,13,20,20,,11,13,13,20,20,,219
SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Food Security,Cash Transfor modalities,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Peshawar,33,33,Families,33,40,40,59,59,,33,40,40,59,59,,219
SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Food Security,Cash Transfor modalities,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Peshawar,52,52,Families,52,62,62,94,94,,52,62,62,94,94,,219
SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Food Security,Cash Transfor modalities,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Peshawar,55,55,Families,55,66,66,99,99,,55,66,66,99,99,,219
SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Food Security,Cash Transfor modalities,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Peshawar,11,11,Families,11,13,13,20,20,,11,13,13,20,20,,219
SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Food Security,Cash Transfor modalities,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Peshawar,33,33,Families,33,40,40,59,59,,33,40,40,59,59,,219
SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Food Security,Cash Transfor modalities,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Peshawar,13,13,Families,13,16,16,23,23,,13,16,16,23,23,,219
SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Food Security,Cash Transfor modalities,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Peshawar,13,13,Families,13,16,16,23,23,,13,16,16,23,23,,219
SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Food Security,Cash Transfor modalities,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Peshawar,36,36,Families,36,43,43,65,65,,36,43,43,65,65,,219
SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Food Security,Cash Transfor modalities,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Peshawar,47,47,Families,47,56,56,85,85,,47,56,56,85,85,,219
SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Food Security,Cash Transfor modalities,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Peshawar,20,20,Families,20,24,24,36,36,,20,24,24,36,36,,219
SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Food Security,Cash Transfor modalities,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Peshawar,10,10,Families,10,12,12,18,18,,10,12,12,18,18,,219
SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Food Security,Cash Transfor modalities,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Peshawar,10,10,Families,10,12,12,18,18,,10,12,12,18,18,,219
SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Food Security,Cash Transfor modalities,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Peshawar,67,67,Families,67,80,80,121,121,,67,80,80,121,121,,219
SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Food Security,Cash Transfor modalities,16-Jul-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Peshawar,28,28,Families,28,34,34,50,50,,28,34,34,50,50,,219
SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Food Security,Cash Transfor modalities,27-Aug-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,21,21,Families,21,64,62,28,26,,21,64,62,28,26,,211
SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Food Security,Cash Transfor modalities,27-Aug-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,4,4,Families,4,12,12,5,5,,4,12,12,5,5,,211
SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Food Security,Cash Transfor modalities,27-Aug-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,16,16,Families,16,49,47,21,20,,16,49,47,21,20,,211
SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Food Security,Cash Transfor modalities,27-Aug-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,34,34,Families,34,104,100,45,43,,34,104,100,45,43,,211
SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Food Security,Cash Transfor modalities,27-Aug-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,38,38,Families,38,116,112,50,48,,38,116,112,50,48,,211
SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Food Security,Cash Transfor modalities,27-Aug-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,7,7,Families,7,21,21,9,9,,7,21,21,9,9,,211
SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Food Security,Cash Transfor modalities,27-Aug-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,49,49,Families,49,150,144,64,62,,49,150,144,64,62,,211
SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Food Security,Cash Transfor modalities,27-Aug-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,5,5,Families,5,15,15,7,6,,5,15,15,7,6,,211
SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Food Security,Cash Transfor modalities,27-Aug-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,17,17,Families,17,52,50,22,22,,17,52,50,22,22,,211
SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Food Security,Cash Transfor modalities,27-Aug-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,11,11,Families,11,34,32,14,14,,11,34,32,14,14,,211
SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Food Security,Cash Transfor modalities,27-Aug-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,22,22,Families,22,67,65,29,28,,22,67,65,29,28,,211
SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Food Security,Cash Transfor modalities,27-Aug-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,66,66,Families,66,202,194,87,83,,66,202,194,87,83,,211
SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Food Security,Cash Transfor modalities,27-Aug-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,49,49,Families,49,150,144,64,62,,49,150,144,64,62,,211
SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Food Security,Cash Transfor modalities,27-Aug-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,33,33,Families,33,101,97,43,42,,33,101,97,43,42,,211
SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Food Security,Cash Transfor modalities,27-Aug-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,12,12,Families,12,37,35,16,15,,12,37,35,16,15,,211
SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Food Security,Cash Transfor modalities,27-Aug-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,17,17,Families,17,52,50,22,22,,17,52,50,22,22,,211
SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Food Security,Cash Transfor modalities,27-Aug-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,34,34,Families,34,104,100,45,43,,34,104,100,45,43,,211
SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Food Security,Cash Transfor modalities,27-Aug-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,36,36,Families,36,110,106,47,46,,36,110,106,47,46,,211
SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Food Security,Cash Transfor modalities,27-Aug-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,28,28,Families,28,86,82,37,35,,28,86,82,37,35,,211
SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Food Security,Cash Transfor modalities,27-Aug-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,24,24,Families,24,73,71,32,30,,24,73,71,32,30,,211
SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Food Security,Kitchen gardening tool kits,27-Aug-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,14,14,Families,14,50,48,21,21,,14,50,48,21,21,,211
SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Food Security,Kitchen gardening tool kits,27-Aug-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,29,29,Families,29,104,99,45,43,,29,104,99,45,43,,211
SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Food Security,Kitchen gardening tool kits,27-Aug-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,8,8,Families,8,29,27,12,12,,8,29,27,12,12,,211
SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Food Security,Kitchen gardening tool kits,27-Aug-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,17,17,Families,17,61,58,26,25,,17,61,58,26,25,,211
SRP,ECHO,04BKY,"Integrated humanitarian support for vulnerable, disaster affected populations in Pakistan",ACTED,INGO,ACTED,INGO,Food Security,Kitchen gardening tool kits,27-Aug-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,24,24,Families,24,86,82,37,35,,24,86,82,37,35,,211
